"If you appreciate 40-hour work weeks, safe working conditions, higher wages, weekends, and a day off today—thank the labor movement. #LaborDay"
We should not nuke hurricanes.
"In the last 24 hours, the administration has announced:  - They will seek the power to detain migrant children indefinitely  - They won’t provide flu shots to families in detention  Six children have already died, three in part from the flu.  This is a recipe for more tragedy."
"""I just took a DNA test, turns out..."""
"May we all stand in solidarity with the people of Hong Kong as they speak out for democracy, freedom from repression, and a world they long to see."
"Two years ago in Charlottesville, a neo-Nazi drove a car into a crowd of people protesting white supremacy and killed Heather Heyer. May we honor her memory by speaking out against hatred, as she did, and working together to defeat it."
"""If there is a book that you want to read but it hasn't been written yet, you must be the one to write it,"" Toni Morrison said.   We are all so lucky to live in a world where she took her own advice and shared it with others."
People suffer from mental illness in every other country on earth; people play video games in virtually every other country on earth.  The difference is the guns.
"With two mass shootings in America in less than 24 hours, thoughts and prayers are not enough. We need action.   The House has sent common-sense gun safety legislation to the Senate. Demand that @senatemajldr and your Republican elected officials join Democrats to pass it."
And they say you’re moderate.
"I stand with the people of Puerto Rico as they protest the corruption and disgraceful behavior of their government. Like all Americans, they have the fundamental right—and duty—to hold their leaders to account."
"Democracy may be our birthright as Americans, but it’s not something we can ever take for granted.   Every generation has to fight for it.   After last night's Trump rally, it's clearer than ever that the time has come again."
"""It is confidence in the men and women who administer the judicial system that is the true backbone of the rule of law,"" John Paul Stevens once wrote. He was one of its finest stewards. My deepest condolences to his family and friends."
The Trump administration is preparing sweeping raids on undocumented people as the president threatens to go against the Supreme Court and demand citizenship information through the Census.   Weaponized fear and bigotry are the central projects of this administration.
"Diplomacy is not the pursuit of perfection. It is the balancing of risk.   So far, the administration has consciously chosen a dangerous path leading to a riskier future. But diplomacy is still the only way for the administration to climb out of the hole they’ve dug."
"As I said after the Iran deal was reached, it was not perfect but it achieved its fundamental mission of blocking every pathway for Iran to get a bomb."
"By withdrawing from the deal, the administration has effectively broken up the international coalition that was unified in constraining Iran, and now Iran is once again increasing its nuclear capability."
"When the Trump administration threatened to pull out of the Iran deal and impose more sanctions last year, it was clear that we'd lose our leverage and Iran would be free to do what it wanted.   Predictably, Iran is now exceeding enrichment limits the deal once imposed."
"We need a strong national defense, but a president shouldn’t need it next to him in a parade to show his patriotism."
I'm grateful to the members of Congress who have visited camps at the border over the last couple of days to hold a light to the nightmarish conditions there.   We need more oversight. We need accountability. We need them now.
